Region Code: AS
"Region Name: Asia"
Country Code: JPN
"Country Name: Japan"
Export date: 10/12/2025 10:20:56 PM
Source location: "WHO Mortality Database portal"
Metadata information: 

Indicator Code,Indicator Name,Year,Sex,Age group code,Age Group,Number,Percentage of cause-specific deaths out of total deaths,"Age-standardized death rate per 100 000 standard population","Death rate per 100 000 population"
CG0070,Gonorrhoea,2016,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0090,HIV/AIDS,2016,All,Age_all,[All],66.00000000,0.00504684,0.03580145,0.05279145,
CG0150,Measles,2016,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0170,Meningitis,2016,All,Age_all,[All],291.00000000,0.02225199,0.09245655,0.23276229,
CG0180,Hepatitis B,2016,All,Age_all,[All],587.00000000,0.04488632,0.18625276,0.46952393,
CG0210,Tropical-cluster diseases,2016,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0260,lymphatic filariasis,2016,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0270,Onchocerciasis,2016,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0280,Leprosy,2016,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0330,Ascariasis,2016,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0350,Hookworm disease,2016,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0340,Trichuriasis,2016,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0390,Lower respiratory infections,2016,All,Age_all,[All],121381.00000000,9.28168118,20.83974872,97.08907002,
CG0400,Upper respiratory infections,2016,All,Age_all,[All],166.00000000,0.01269358,0.05745628,0.13277849,
CG0320,Intestinal nematode infections,2016,All,Age_all,[All],2.00000000,0.00015293,0.00035041,0.00159974,
CG0420,Maternal conditions,2016,All,Age_all,[All],36.00000000,0.00275282,0.03625704,0.02879533,
CG0310,Trachoma,2016,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0440,Maternal sepsis,2016,All,Age_all,[All],2.00000000,0.00015293,0.00268761,0.00159974,
CG0300,Japanese encephalitis,2016,All,Age_all,[All],1.00000000,0.00007647,0.00023308,0.00079987,
CG0460,Obstructed labour,2016,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0290,Dengue,2016,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0480,Other maternal conditions,2016,All,Age_all,[All],22.00000000,0.00168228,0.02199546,0.01759715,
CG0250,Leishmaniasis,2016,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0240,Schistosomiasis,2016,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0230,Chagas disease,2016,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0520,Other perinatal conditions,2016,All,Age_all,[All],192.00000000,0.01468173,0.35306482,0.15357512,
CG0530,Nutritional deficiencies,2016,All,Age_all,[All],2931.00000000,0.22412575,0.62994908,2.34442017,
CG0540,Protein-energy malnutrition,2016,All,Age_all,[All],1636.00000000,0.12510055,0.38843257,1.30858799,
CG0220,Trypanosomiasis,2016,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0200,Malaria,2016,All,Age_all,[All],2.00000000,0.00015293,0.00132300,0.00159974,
CG0190,Hepatitis C,2016,All,Age_all,[All],3256.00000000,0.24897763,0.80708751,2.60437805,
CG0580,Other nutritional disorders,2016,All,Age_all,[All],431.00000000,0.03295742,0.09237680,0.34474415,
CG0590,Noncommunicable diseases,2016,All,Age_all,[All],979141.00000000,74.87229956,223.73969353,783.18591135,
CG0160,Tetanus,2016,All,Age_all,[All],8.00000000,0.00061174,0.00231641,0.00639896,
CG0140,Diphtheria,2016,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0130,Poliomyelitis,2016,All,Age_all,[All],29.00000000,0.00221755,0.00888973,0.02319624,
CG0120,Pertussis,2016,All,Age_all,[All],1.00000000,0.00007647,0.00029976,0.00079987,
CG0110,Childhood-cluster diseases,2016,All,Age_all,[All],38.00000000,0.00290576,0.01150589,0.03039508,
CG0100,Diarrhoeal diseases,2016,All,Age_all,[All],2543.00000000,0.19445642,0.54078535,2.03407045,
CG0080,Other STDs,2016,All,Age_all,[All],105.00000000,0.00802907,0.01809150,0.08398639,
CG0060,Chlamydia,2016,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0050,Syphilis,2016,All,Age_all,[All],9.00000000,0.00068821,0.00310999,0.00719883,
CG0660,Pancreas cancer,2016,All,Age_all,[All],33475.00000000,2.55974393,8.66444135,26.77566191,
CG0670,"Trachea, bronchus, lung cancers",2016,All,Age_all,[All],73838.00000000,5.64619483,18.24664434,59.06083120,
CG0020,Infectious and parasitic diseases,2016,All,Age_all,[All],25697.00000000,1.96498102,5.86775200,20.55426988,
CG0681,a. Malignant skin melanoma,2016,All,Age_all,[All],604.00000000,0.04618627,0.18008938,0.48312173,
CG0010,"Communicable, maternal, perinatal and nutritional conditions",2016,All,Age_all,[All],150737.00000000,11.52645617,28.38851881,120.57006572,
CG0380,Respiratory infections,2016,All,Age_all,[All],121554.00000000,9.29491003,20.89872747,97.22744760,
CG0370,Other infectious diseases,2016,All,Age_all,[All],16066.00000000,1.22852415,3.68996996,12.85071798,
CG0710,Corpus uteri cancer,2016,All,Age_all,[All],3635.00000000,0.27795875,1.20086218,2.90752893,
CG0720,Ovary cancer,2016,All,Age_all,[All],4758.00000000,0.36383156,1.73211626,3.80578340,
CG0360,Other intestinal infections,2016,All,Age_all,[All],2.00000000,0.00015293,0.00035041,0.00159974,
CG0410,Otitis media,2016,All,Age_all,[All],7.00000000,0.00053527,0.00152248,0.00559909,
CG0430,Maternal haemorrhage,2016,All,Age_all,[All],5.00000000,0.00038234,0.00514721,0.00399935,
CG0450,Hypertensive disorders,2016,All,Age_all,[All],4.00000000,0.00030587,0.00315106,0.00319948,
CG0741,Brain and nervous system cancers,2016,All,Age_all,[All],2626.00000000,0.20080321,1.16407078,2.10045969,
CG0470,Pregnancy with abortive outcome,2016,All,Age_all,[All],3.00000000,0.00022940,0.00327570,0.00239961,
CG0490,Perinatal conditions,2016,All,Age_all,[All],519.00000000,0.03968655,0.95583322,0.41513274,
CG0500,Low birth weight,2016,All,Age_all,[All],173.00000000,0.01322885,0.31938646,0.13837758,
CG0510,Birth asphyxia and birth trauma,2016,All,Age_all,[All],154.00000000,0.01177597,0.28338194,0.12318004,
CG0550,Iodine deficiency,2016,All,Age_all,[All],1.00000000,0.00007647,0.00012175,0.00079987,
CG0560,Vitamin A deficiency,2016,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0570,Iron-deficiency anaemia,2016,All,Age_all,[All],863.00000000,0.06599131,0.14901797,0.69028816,
CG0600,Malignant neoplasms,2016,All,Age_all,[All],372995.00000000,28.52193236,97.16907751,298.34766291,
CG0610,Mouth and oropharynx cancers,2016,All,Age_all,[All],7675.00000000,0.58688677,2.21513201,6.13900538,
CG0611,a. Lip and oral cavity cancers,2016,All,Age_all,[All],4097.00000000,0.31328666,1.12871604,3.27706906,
CG0612,b. Nasopharynx cancers,2016,All,Age_all,[All],319.00000000,0.02439308,0.11993463,0.25515866,
CG0613,c. Other pharynx cancer,2016,All,Age_all,[All],3259.00000000,0.24920703,0.96648134,2.60677766,
CG0810,Neuropsychiatric conditions,2016,All,Age_all,[All],47359.00000000,3.62141636,9.76372076,37.88106266,
CG0620,Oesophagus cancer,2016,All,Age_all,[All],11483.00000000,0.87807437,3.28384745,9.18491190,
CG0630,Stomach cancer,2016,All,Age_all,[All],45531.00000000,3.48163408,11.36872205,36.41889956,
CG0640,Colon and rectum cancers,2016,All,Age_all,[All],50517.00000000,3.86290019,13.10294378,40.40705341,
CG0650,Liver cancer,2016,All,Age_all,[All],28528.00000000,2.18146004,7.03169147,22.81870301,
CG0860,Alcohol use disorders,2016,All,Age_all,[All],430.00000000,0.03288095,0.19365770,0.34394428,
CG0680,Melanoma and other skin cancers,2016,All,Age_all,[All],1553.00000000,0.11875377,0.38210269,1.24219874,
CG0682,b. Non-melanoma skin cancer,2016,All,Age_all,[All],949.00000000,0.07256750,0.20201331,0.75907702,
CG0700,Cervix uteri cancer,2016,All,Age_all,[All],2710.00000000,0.20722647,1.15593879,2.16764881,
CG0730,Prostate cancer,2016,All,Age_all,[All],11803.00000000,0.90254392,2.33950805,9.44087043,
CG0731,Testicular cancer,2016,All,Age_all,[All],73.00000000,0.00558212,0.04970808,0.05839054,
CG0732,Kidney cancer,2016,All,Age_all,[All],8890.00000000,0.67979458,2.19239002,7.11084793,
CG0740,Bladder cancer,2016,All,Age_all,[All],8432.00000000,0.64477254,1.75637911,6.74450728,
CG0742,Gallbladder and biliary tract cancer,2016,All,Age_all,[All],17965.00000000,1.37373561,3.86198409,14.36967188,
CG0743,Larynx cancer,2016,All,Age_all,[All],944.00000000,0.07218516,0.22983214,0.75507767,
CG0744,Thyroid cancer,2016,All,Age_all,[All],1779.00000000,0.13603538,0.39269738,1.42296946,
CG0745,Mesothelioma,2016,All,Age_all,[All],1550.00000000,0.11852436,0.42967856,1.23979913,
CG0750,"Lymphomas, multiple myeloma",2016,All,Age_all,[All],16777.00000000,1.28289242,4.05372340,13.41942584,
CG0990,Glaucoma,2016,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0751,a. Hodgkin lymphoma,2016,All,Age_all,[All],184.00000000,0.01406999,0.05989573,0.14717616,
CG0752,b. Non-Hodgkin lymphoma,2016,All,Age_all,[All],12209.00000000,0.93358965,2.96103922,9.76561781,
CG1020,"Hearing loss, adult onset ",2016,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1030,Other sense organ disorders,2016,All,Age_all,[All],15.00000000,0.00114701,0.00388789,0.01199806,
CG0753,c. Multiple myeloma,2016,All,Age_all,[All],4384.00000000,0.33523278,1.03278845,3.50663187,
CG1050,Rheumatic heart disease,2016,All,Age_all,[All],2271.00000000,0.17365731,0.40047308,1.81650570,
CG1060,Hypertensive heart disease,2016,All,Age_all,[All],4472.00000000,0.34196191,0.77403480,3.57702047,
CG1070,Ischaemic heart disease,2016,All,Age_all,[All],70460.00000000,5.38788819,16.49002418,56.35886896,
CG1080,Cerebrovascular disease,2016,All,Age_all,[All],109320.00000000,8.35940869,22.90423140,87.44183302,
CG0760,Leukaemia,2016,All,Age_all,[All],8801.00000000,0.67298899,2.72041952,7.03965946,
CG1110,Respiratory diseases,2016,All,Age_all,[All],87063.00000000,6.65747529,15.76660156,69.63911735,
CG0780,Other neoplasms,2016,All,Age_all,[All],11497.00000000,0.87914491,2.60960717,9.19611008,
CG0790,Diabetes mellitus,2016,All,Age_all,[All],13480.00000000,1.03077963,3.13254561,10.78225310,
CG1140,Other respiratory diseases,2016,All,Age_all,[All],69537.00000000,5.31730884,12.51542313,55.62058858,
CG1150,Digestive diseases,2016,All,Age_all,[All],48667.00000000,3.72143563,11.98575644,38.92729316,
CG0800,Endocrine disorders,2016,All,Age_all,[All],9429.00000000,0.72101047,2.18299607,7.54197808,
CG1170,Cirrhosis of the liver,2016,All,Age_all,[All],12476.00000000,0.95400643,4.41725796,9.97918321,
CG1180,Appendicitis,2016,All,Age_all,[All],95.00000000,0.00726440,0.02763646,0.07598769,
CG1181,Gastritis and duodenitis,2016,All,Age_all,[All],83.00000000,0.00634679,0.01487346,0.06638924,
CG1182,Paralytic ileus and intestinal obstruction,2016,All,Age_all,[All],6329.00000000,0.48396174,1.23722934,5.06237981,
CG0820,Unipolar depressive disorders,2016,All,Age_all,[All],275.00000000,0.02102852,0.07602378,0.21996436,
CG0830,Bipolar disorder,2016,All,Age_all,[All],56.00000000,0.00428217,0.01571846,0.04479274,
CG0840,Schizophrenia,2016,All,Age_all,[All],712.00000000,0.05444474,0.23476570,0.56950773,
CG0850,Epilepsy,2016,All,Age_all,[All],917.00000000,0.07012054,0.36322342,0.73348116,
CG1200,Genitourinary diseases,2016,All,Age_all,[All],38493.00000000,2.94345700,6.81004898,30.78941162,
CG1210,Nephritis and nephrosis,2016,All,Age_all,[All],29643.00000000,2.26672111,5.29157504,23.71055851,
CG1220,Benign prostatic hypertrophy,2016,All,Age_all,[All],125.00000000,0.00955842,0.02092347,0.09998380,
CG1230,Other genitourinary system diseases,2016,All,Age_all,[All],8725.00000000,0.66717747,1.49755046,6.97886931,
CG1240,Skin diseases,2016,All,Age_all,[All],1652.00000000,0.12632403,0.31556861,1.32138591,
CG1250,Musculoskeletal diseases,2016,All,Age_all,[All],6445.00000000,0.49283195,1.50392540,5.15516478,
CG0870,Alzheimer and other dementias,2016,All,Age_all,[All],27600.00000000,2.11049835,4.34652024,22.07642327,
CG1270,Osteoarthritis,2016,All,Age_all,[All],62.00000000,0.00474097,0.00922490,0.04959197,
CG1280,Gout,2016,All,Age_all,[All],20.00000000,0.00152935,0.00553260,0.01599741,
CG0880,Parkinson disease,2016,All,Age_all,[All],7713.00000000,0.58979253,1.42350533,6.16940046,
CG1300,Other musculoskeletal disorders,2016,All,Age_all,[All],4225.00000000,0.32307448,1.05069580,3.37945247,
CG1310,Congenital anomalies,2016,All,Age_all,[All],2020.00000000,0.15446401,2.06587429,1.61573822,
CG0690,Breast cancer,2016,All,Age_all,[All],14132.00000000,1.08063633,5.24172386,11.30376861,
CG0900,Drug use disorders,2016,All,Age_all,[All],216.00000000,0.01651694,0.14682272,0.17277201,
CG0910,Post-traumatic stress disorder,2016,All,Age_all,[All],1.00000000,0.00007647,0.00023308,0.00079987,
CG0920,Obsessive-compulsive disorder,2016,All,Age_all,[All],2.00000000,0.00015293,0.00114992,0.00159974,
CG0930,Panic disorder,2016,All,Age_all,[All],1.00000000,0.00007647,0.00069013,0.00079987,
CG1370,Oesophageal atresia,2016,All,Age_all,[All],6.00000000,0.00045880,0.00941013,0.00479922,
CG1380,Renal agenesis,2016,All,Age_all,[All],30.00000000,0.00229402,0.05036456,0.02399611,
CG0940,Insomnia (primary),2016,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0950,Migraine,2016,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0960,Mental Retardation,2016,All,Age_all,[All],96.00000000,0.00734086,0.03232610,0.07678756,
CG0970,Other neuropsychiatric disorders,2016,All,Age_all,[All],9266.00000000,0.70854629,2.90216791,7.41159920,
CG0980,Sense organ diseases,2016,All,Age_all,[All],15.00000000,0.00114701,0.00388789,0.01199806,
CG1000,Cataracts,2016,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1010,"Vision disorders, age-related",2016,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1040,Cardiovascular diseases,2016,All,Age_all,[All],339822.00000000,25.98528157,70.21104174,271.81356185,
CG1090,Inflammatory heart diseases,2016,All,Age_all,[All],7202.00000000,0.55071772,1.85495192,5.76066668,
CG1120,Chronic obstructive pulmonary disease,2016,All,Age_all,[All],16072.00000000,1.22898295,2.93144925,12.85551720,
CG1130,Asthma,2016,All,Age_all,[All],1454.00000000,0.11118350,0.31972917,1.16301157,
CG1490,Unintentional injuries,2016,All,Age_all,[All],41555.00000000,3.17759997,11.74326209,33.23861481,
CG1500,Road traffic accidents,2016,All,Age_all,[All],4674.00000000,0.35740831,2.38940365,3.73859429,
CG1160,Peptic ulcer disease,2016,All,Age_all,[All],2657.00000000,0.20317370,0.60521892,2.12525567,
CG1520,Falls,2016,All,Age_all,[All],8030.00000000,0.61403267,1.85369190,6.42295938,
CG1183,Inflammatory bowel disease,2016,All,Age_all,[All],224.00000000,0.01712868,0.06562594,0.17917097,
CG1184,Gallbladder and biliary diseases,2016,All,Age_all,[All],6322.00000000,0.48342647,1.07298429,5.05678072,
CG1185,Pancreatitis,2016,All,Age_all,[All],1249.00000000,0.09550770,0.36336392,0.99903814,
CG1542,Natural disasters,2016,All,Age_all,[All],95.00000000,0.00726440,0.04197350,0.07598769,
CG1190,Other digestive diseases,2016,All,Age_all,[All],19232.00000000,1.47061972,4.18156616,15.38310769,
CG1260,Rheumatoid arthritis,2016,All,Age_all,[All],1581.00000000,0.12089485,0.32662525,1.26459512,
CG1570,Self-inflicted injuries,2016,All,Age_all,[All],21028.00000000,1.60795505,13.38747294,16.81967494,
CG1290,Back pain,2016,All,Age_all,[All],557.00000000,0.04259230,0.11184684,0.44552782,
CG1590,War,2016,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1600,Other intentional injuries,2016,All,Age_all,[All],3.00000000,0.00022940,0.00150395,0.00239961,
CG1320,Abdominal wall defect,2016,All,Age_all,[All],3.00000000,0.00022940,0.00554095,0.00239961,
CG0890,Multiple sclerosis,2016,All,Age_all,[All],74.00000000,0.00565858,0.02691627,0.05919041,
CG1340,Anorectal atresia,2016,All,Age_all,[All],2.00000000,0.00015293,0.00369397,0.00159974,
CG1350,Cleft lip,2016,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1360,Cleft palate,2016,All,Age_all,[All],1.00000000,0.00007647,0.00184698,0.00079987,
CG1390,Down syndrome,2016,All,Age_all,[All],93.00000000,0.00711146,0.08515361,0.07438795,
CG1400,Congenital heart anomalies,2016,All,Age_all,[All],911.00000000,0.06966174,0.83650601,0.72868194,
CG1410,Spina bifida,2016,All,Age_all,[All],5.00000000,0.00038234,0.00335173,0.00399935,
CG1420,Other Congenital anomalies,2016,All,Age_all,[All],959.00000000,0.07333217,1.05153652,0.76707572,
CG1430,Oral conditions,2016,All,Age_all,[All],95.00000000,0.00726440,0.01772023,0.07598769,
CG1440,Dental caries,2016,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1450,Periodontal disease,2016,All,Age_all,[All],9.00000000,0.00068821,0.00131838,0.00719883,
CG1460,Edentulism,2016,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1470,Other oral diseases,2016,All,Age_all,[All],86.00000000,0.00657619,0.01640185,0.06878886,
CG1475,Sudden infant death syndrome,2016,All,Age_all,[All],109.00000000,0.00833494,0.20132127,0.08718587,
CG1480,Injuries,2016,All,Age_all,[All],65533.00000000,5.01113364,26.65025580,52.41790746,
CG1510,Poisonings,2016,All,Age_all,[All],250.00000000,0.01911683,0.15450715,0.19996760,
CG1530,Fires,2016,All,Age_all,[All],891.00000000,0.06813239,0.30461858,0.71268453,
CG1540,Drownings,2016,All,Age_all,[All],7705.00000000,0.58918079,2.09757041,6.16300150,
CG1541,Exposure to mechanical forces,2016,All,Age_all,[All],593.00000000,0.04534513,0.32623544,0.47432315,
CG1550,Other unintentional injuries,2016,All,Age_all,[All],19317.00000000,1.47711945,4.57526145,15.45109668,
CG1560,Intentional injuries,2016,All,Age_all,[All],21322.00000000,1.63043644,13.58285120,17.05483684,
CG1580,Violence,2016,All,Age_all,[All],291.00000000,0.02225199,0.19387431,0.23276229,
CG1610,Ill-defined diseases,2016,All,Age_all,[All],112337.00000000,8.59011063,18.25129727,89.85504205,
CG0768,Ill-defined malignant neoplasms,2016,All,Age_all,[All],7957.00000000,0.60845056,1.88158336,6.36456884,
CG1330,Anencephaly,2016,All,Age_all,[All],10.00000000,0.00076467,0.01846984,0.00799870,
CG0789,Diabetes mellitus and endocrine disorders,2016,All,Age_all,[All],22909.00000000,1.75179010,5.31554168,18.32423118,
CG1098,Ill-defined circulatory diseases,2016,All,Age_all,[All],93202.00000000,7.12690824,17.19236055,74.54952179,
CG1099,Other circulatory diseases,2016,All,Age_all,[All],52895.00000000,4.04473951,10.59496581,42.30914524,
CG1605,Ill-defined injuries/accidents,2016,All,Age_all,[All],2656.00000000,0.20309723,1.32414251,2.12445580,
CG0395,COVID-19,2016,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0769,Other malignant neoplasms,2016,All,Age_all,[All],7563.00000000,0.57832243,2.47093679,6.04941990,
CG0000,All Causes,2016,Male,Age_all,[All],674733.00000000,100.00000000,399.24005425,1108.54077970,
CG0010,"Communicable, maternal, perinatal and nutritional conditions",2016,Male,Age_all,[All],80684.00000000,11.95791520,41.14656547,132.55836645,
CG0020,Infectious and parasitic diseases,2016,Male,Age_all,[All],12405.00000000,1.83850501,7.34613100,20.38057776,
CG0030,Tuberculosis,2016,Male,Age_all,[All],1560.00000000,0.23120256,0.75958976,2.56297471,
CG0040,STDs excluding HIV,2016,Male,Age_all,[All],7.00000000,0.00103745,0.00577521,0.01150053,
CG0050,Syphilis,2016,Male,Age_all,[All],7.00000000,0.00103745,0.00577521,0.01150053,
CG0060,Chlamydia,2016,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0070,Gonorrhoea,2016,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0080,Other STDs,2016,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0090,HIV/AIDS,2016,Male,Age_all,[All],60.00000000,0.00889241,0.06925157,0.09857595,
CG0100,Diarrhoeal diseases,2016,Male,Age_all,[All],1128.00000000,0.16717724,0.65260576,1.85322787,
